date,school,reservation_theorique,presence_reel_eleve
2025-09-09,MARIE PAPE CARPENTIER,137,136
2025-09-09,MICHEL DE L HOSPITAL,271,270
2025-09-09,MICHELET,51,51
2025-09-09,MORISOT MOZART,273,273
2025-09-09,NERUDA,32,32
2025-09-09,OLYMPE DE GOUGES,203,202
2025-09-09,PAGNOL,91,90
2025-09-09,PASTEUR,42,42
2025-09-09,PAUL BERT VICTOR HUGO,149,149
2025-09-09,PAUL LANGEVIN,124,122
2025-09-09,PAUL PAINLEVE,121,121
2025-09-09,PERICLES,93,92
2025-09-09,PICASSO,23,23
2025-09-09,PREVERT,21,21
2025-09-09,PROKOFIEV,55,55
2025-09-09,RENAUD,39,38
2025-09-09,RONSARD,122,122
2025-09-09,ROUX,41,41
2025-09-09,SAMUEL PATY,79,79
2025-09-09,SARAH BERNHARDT,56,56
2025-09-09,SIGMUND FREUD,136,136
2025-09-09,SIGNORET,110,110
2025-09-09,SIMON BOLIVAR,97,97
2025-09-09,SOULAGES,110,109
2025-09-09,SPINOZA,199,198
2025-09-09,SUN YAT SEN,184,183
2025-09-09,SURCOUF,86,85
2025-09-09,TERESA,62,62
2025-09-09,VAN GOGH,35,35
2025-09-09,VICTOR SCHOELCHER,245,244
2025-09-09,VOLTAIRE,204,204
2025-09-09,WINSTON CHURCHILL,279,279
2025-09-09,WOOLF,23,23
2025-09-11,AKIRA KUROSAWA,70,82
2025-09-11,ALAIN SAVARY,134,144
2025-09-11,ALBRECHT,66,67
2025-09-11,ANDRE BOULLOCHE,37,42
2025-09-11,ANDRE MALRAUX,224,223
2025-09-11,ANTOINE BALARD,58,65
2025-09-11,AQUITAINE,69,58
2025-09-11,ARISTOTE,61,59
2025-09-11,AUBIGNE,116,119
2025-09-11,AUBRAC,39,35
2025-09-11,AUGUSTE COMTE,46,46
2025-09-11,AVERROES,37,39
2025-09-11,BENOITE GROULT,206,211
2025-09-11,BERGMAN,52,52
2025-09-11,BLAISE PASCAL,83,85
2025-09-11,BON,56,52
2025-09-11,BOUCHER,84,79
2025-09-11,BRES,55,56
2025-09-11,CALANDRETA DAU CHIVALET,79,79
2025-09-11,CALANDRETA DAU CLAPAS,149,140
2025-09-11,CALLAS,89,92
2025-09-11,CAMOENS,37,40
2025-09-11,CANDOLA,78,75
2025-09-11,CERVANTES,36,32
2025-09-11,CHAPLIN,124,121
2025-09-11,CHAPTAL,84,81
2025-09-11,CHARLES BAUDELAIRE,170,172
2025-09-11,CHARLES DICKENS ANNE FRANK,282,282
2025-09-11,CHENGDU,149,148
2025-09-11,COCTEAU,72,63
2025-09-11,CONDORCET,155,158
2025-09-11,COPERNIC,32,33
2025-09-11,DAUDET,110,111
2025-09-11,DAVILER KERGOMARD,260,259
2025-09-11,DEROIN,100,98
2025-09-11,DIDEROT,126,128
2025-09-11,DOCTEUR CALMETTE,148,159
2025-09-11,DURUY,36,36
2025-09-11,ELUARD,61,65
2025-09-11,EMILE COMBES,55,61
2025-09-11,EUGENE POTTIER JEAN SIBELIUS,254,262
2025-09-11,F D ROOSEVELT,77,76
2025-09-11,FIGUIER,84,85
2025-09-11,FLORIAN,77,78
2025-09-11,FRANCOIS MITTERRAND,171,169
2025-09-11,FREDERIC BAZILLE,13,18
2025-09-11,GALILEE,62,68
2025-09-11,GAMA,66,71
2025-09-11,GAMBETTA,81,81
2025-09-11,GANDHI,16,15
2025-09-11,GARIBALDI,123,123
2025-09-11,GARNIER,69,66
2025-09-11,GEORGES SIMENON,152,155
2025-09-11,GERMAINE RICHIER,275,269
2025-09-11,GOETHE,55,54
2025-09-11,HEIDELBERG,81,64
2025-09-11,HYPATIE,38,41
2025-09-11,ISAAC SCHOLL,100,105
2025-09-11,JACQUES BREL,182,186
2025-09-11,JEAN JAURES,169,168
2025-09-11,JEAN MACE,119,127
2025-09-11,JEAN MERMOZ,132,144
2025-09-11,JEAN MOULIN,112,117
2025-09-11,JEAN ZAY,78,90
2025-09-11,JEANNE D ARC,109,104
2025-09-11,JEANNE MOREAU,175,178
2025-09-11,JOAN MIRO,226,221
2025-09-11,JOSEPH DELTEIL,106,106
2025-09-11,JOYCE,29,32
2025-09-11,JULES FERRY,137,138
2025-09-11,JULES SIMON,152,153
2025-09-11,JULES VERNE,99,96
2025-09-11,JULIE DAUBIE,142,146
2025-09-11,KIPLING,68,67
2025-09-11,LAFONTAINE,70,71
2025-09-11,LAMARTINE,72,74
2025-09-11,LEO MALET,188,185
2025-09-11,LEOPOLD SEDAR SENGHOR,64,74
2025-09-11,LOUIS ARMSTRONG,117,119
2025-09-11,LOUISVILLE,60,65
2025-09-11,LUDWIG VAN BEETHOVEN,320,320
2025-09-11,LUTHERKING,37,32
2025-09-11,MADAME DE SEVIGNE,114,131
2025-09-11,MARC BLOCH,88,90
2025-09-11,MARGUERITTE YOURCENAR,156,157
2025-09-11,MARIE CURIE,173,180
2025-09-11,MARIE PAPE CARPENTIER,130,131
2025-09-11,MICHEL DE L HOSPITAL,253,248
2025-09-11,MICHELET,47,46
2025-09-11,MORISOT MOZART,248,229
2025-09-11,NERUDA,27,25
2025-09-11,OLYMPE DE GOUGES,208,208
2025-09-11,PAGNOL,79,85
2025-09-11,PASTEUR,40,41
2025-09-11,PAUL BERT VICTOR HUGO,136,147
2025-09-11,PAUL LANGEVIN,118,124
2025-09-11,PAUL PAINLEVE,117,121
2025-09-11,PERICLES,87,85
2025-09-11,PICASSO,17,19
2025-09-11,PREVERT,17,16
2025-09-11,PROKOFIEV,47,46
2025-09-11,RENAUD,38,36
2025-09-11,RONSARD,105,105
2025-09-11,ROUX,37,39
2025-09-11,SAMUEL PATY,69,65
2025-09-11,SARAH BERNHARDT,53,47
2025-09-11,SIGMUND FREUD,116,133
2025-09-11,SIGNORET,105,104
2025-09-11,SIMON BOLIVAR,72,73
2025-09-11,SOULAGES,104,101
2025-09-11,SPINOZA,157,164
2025-09-11,SUN YAT SEN,164,170
2025-09-11,SURCOUF,76,82
2025-09-11,TERESA,60,59
2025-09-11,VAN GOGH,31,29
2025-09-11,VICTOR SCHOELCHER,201,207
2025-09-11,VOLTAIRE,176,186
2025-09-11,WINSTON CHURCHILL,258,262
2025-09-11,WOOLF,13,19
2025-09-12,AKIRA KUROSAWA,78,82
2025-09-12,ALAIN SAVARY,136,132
2025-09-12,ALBRECHT,67,69
2025-09-12,ANDRE BOULLOCHE,37,44
2025-09-12,ANDRE MALRAUX,226,194
2025-09-12,ANTOINE BALARD,66,73
2025-09-12,AQUITAINE,67,59
2025-09-12,ARISTOTE,62,62
2025-09-12,AUBIGNE,118,92
2025-09-12,AUBRAC,46,38
2025-09-12,AUGUSTE COMTE,48,43
2025-09-12,AVERROES,48,46
2025-09-12,BENOITE GROULT,223,216
2025-09-12,BERGMAN,52,50
2025-09-12,BLAISE PASCAL,87,88
2025-09-12,BON,63,64
2025-09-12,BOUCHER,88,84
2025-09-12,BRES,63,62
2025-09-12,CALANDRETA DAU CHIVALET,80,79
2025-09-12,CALANDRETA DAU CLAPAS,145,136
2025-09-12,CALLAS,94,95
2025-09-12,CAMOENS,47,42
2025-09-12,CANDOLA,77,74
2025-09-12,CERVANTES,43,30
2025-09-12,CHAPLIN,127,126
2025-09-12,CHAPTAL,86,84
2025-09-12,CHARLES BAUDELAIRE,179,176
2025-09-12,CHARLES DICKENS ANNE FRANK,290,281
2025-09-12,CHENGDU,141,141
2025-09-12,COCTEAU,73,41
2025-09-12,CONDORCET,157,157
2025-09-12,COPERNIC,32,31
2025-09-12,DAUDET,112,113
2025-09-12,DAVILER KERGOMARD,262,258
2025-09-12,DEROIN,106,107
2025-09-12,DIDEROT,147,151
2025-09-12,DOCTEUR CALMETTE,161,174
2025-09-12,DURUY,36,35
2025-09-12,ELUARD,65,65
2025-09-12,EMILE COMBES,53,56
2025-09-12,EUGENE POTTIER JEAN SIBELIUS,256,257
2025-09-12,F D ROOSEVELT,89,83
2025-09-12,FIGUIER,83,84
2025-09-12,FLORIAN,77,78
2025-09-12,FRANCOIS MITTERRAND,177,171
2025-09-12,FREDERIC BAZILLE,14,17
2025-09-12,GALILEE,77,81
2025-09-12,GAMA,69,68
2025-09-12,GAMBETTA,82,83
2025-09-12,GANDHI,20,18
2025-09-12,GARIBALDI,126,126
2025-09-12,GARNIER,68,65
2025-09-12,GEORGES SIMENON,158,161
2025-09-12,GERMAINE RICHIER,287,279
2025-09-12,GOETHE,54,53
2025-09-12,HEIDELBERG,98,100
2025-09-12,HYPATIE,41,42
2025-09-12,ISAAC SCHOLL,99,105
2025-09-12,JACQUES BREL,190,182
2025-09-12,JEAN JAURES,179,177
2025-09-12,JEAN MACE,124,128
2025-09-12,JEAN MERMOZ,134,138
2025-09-12,JEAN MOULIN,118,119
2025-09-12,JEAN ZAY,82,97
2025-09-12,JEANNE D ARC,108,106
2025-09-12,JEANNE MOREAU,180,179
2025-09-12,JOAN MIRO,221,210
2025-09-12,JOSEPH DELTEIL,115,118
2025-09-12,JOYCE,32,33
2025-09-12,JULES FERRY,137,139
2025-09-12,JULES SIMON,153,155
2025-09-12,JULES VERNE,103,100
2025-09-12,JULIE DAUBIE,157,154
2025-09-12,KIPLING,71,68
2025-09-12,LAFONTAINE,71,64
2025-09-12,LAMARTINE,79,77
2025-09-12,LEO MALET,184,185
2025-09-12,LEOPOLD SEDAR SENGHOR,97,105
2025-09-12,LOUIS ARMSTRONG,127,118
2025-09-12,LOUISVILLE,71,76
2025-09-12,LUDWIG VAN BEETHOVEN,328,321
2025-09-12,LUTHERKING,39,35
2025-09-12,MADAME DE SEVIGNE,117,130
2025-09-12,MARC BLOCH,118,125
2025-09-12,MARGUERITTE YOURCENAR,165,162
2025-09-12,MARIE CURIE,177,177
2025-09-12,MARIE PAPE CARPENTIER,129,129
2025-09-12,MICHEL DE L HOSPITAL,266,265
2025-09-12,MICHELET,50,41
2025-09-12,MORISOT MOZART,247,265
2025-09-12,NERUDA,31,29
2025-09-12,OLYMPE DE GOUGES,201,201
2025-09-12,PAGNOL,81,85
2025-09-12,PASTEUR,41,40
2025-09-12,PAUL BERT VICTOR HUGO,136,147
2025-09-12,PAUL LANGEVIN,117,124
2025-09-12,PAUL PAINLEVE,119,119
2025-09-12,PERICLES,92,92
2025-09-12,PICASSO,16,19
2025-09-12,PREVERT,20,20
2025-09-12,PROKOFIEV,52,53
2025-09-12,RENAUD,38,25
2025-09-12,RONSARD,113,114
2025-09-12,ROUX,37,37
2025-09-12,SAMUEL PATY,77,77
2025-09-12,SARAH BERNHARDT,51,43
2025-09-12,SIGMUND FREUD,128,141
2025-09-12,SIGNORET,108,108
2025-09-12,SIMON BOLIVAR,93,97
2025-09-12,SOULAGES,107,104
2025-09-12,SPINOZA,171,181
2025-09-12,SUN YAT SEN,174,177
2025-09-12,SURCOUF,80,89
2025-09-12,TERESA,60,57
2025-09-12,VAN GOGH,37,33
2025-09-12,VICTOR SCHOELCHER,229,238
2025-09-12,VOLTAIRE,187,197
2025-09-12,WINSTON CHURCHILL,275,275
2025-09-12,WOOLF,14,18
2025-09-15,AKIRA KUROSAWA,76,72
2025-09-15,ALAIN SAVARY,136,108
2025-09-15,ALBRECHT,67,60
2025-09-15,ANDRE BOULLOCHE,37,42
2025-09-15,ANDRE MALRAUX,230,232
2025-09-15,ANTOINE BALARD,61,59
2025-09-15,AQUITAINE,76,68
2025-09-15,ARISTOTE,60,59
2025-09-15,AUBIGNE,121,118
2025-09-15,AUBRAC,46,41
2025-09-15,AUGUSTE COMTE,46,47
2025-09-15,AVERROES,42,42
2025-09-15,BENOITE GROULT,213,222
2025-09-15,BERGMAN,52,53
2025-09-15,BLAISE PASCAL,95,101
2025-09-15,BON,64,53
2025-09-15,BOUCHER,84,82
2025-09-15,BRES,63,62
2025-09-15,CALANDRETA DAU CHIVALET,80,80
2025-09-15,CALANDRETA DAU CLAPAS,154,144
2025-09-15,CALLAS,97,97
2025-09-15,CAMOENS,48,43
2025-09-15,CANDOLA,79,78
2025-09-15,CERVANTES,38,34
2025-09-15,CHAPLIN,129,121
2025-09-15,CHAPTAL,88,83
2025-09-15,CHARLES BAUDELAIRE,173,173
2025-09-15,CHARLES DICKENS ANNE FRANK,291,290
2025-09-15,CHENGDU,147,138
2025-09-15,COCTEAU,76,70
2025-09-15,CONDORCET,160,163
2025-09-15,COPERNIC,35,33
2025-09-15,DAUDET,111,108
2025-09-15,DAVILER KERGOMARD,263,261
2025-09-15,DEROIN,102,100
2025-09-15,DIDEROT,128,134
2025-09-15,DOCTEUR CALMETTE,158,162
2025-09-15,DURUY,37,35
2025-09-15,ELUARD,68,67
2025-09-15,EMILE COMBES,55,56
2025-09-15,EUGENE POTTIER JEAN SIBELIUS,260,263
2025-09-15,F D ROOSEVELT,77,74
2025-09-15,FIGUIER,85,89
2025-09-15,FLORIAN,73,75
2025-09-15,FRANCOIS MITTERRAND,176,172
2025-09-15,FREDERIC BAZILLE,15,15
2025-09-15,GALILEE,65,65
2025-09-15,GAMA,65,68
2025-09-15,GAMBETTA,81,83
2025-09-15,GANDHI,16,16
2025-09-15,GARIBALDI,123,121
2025-09-15,GARNIER,68,69
2025-09-15,GEORGES SIMENON,153,150
2025-09-15,GERMAINE RICHIER,279,275
2025-09-15,GOETHE,55,53
2025-09-15,HEIDELBERG,89,93
2025-09-15,HYPATIE,38,36
2025-09-15,ISAAC SCHOLL,106,104
2025-09-15,JACQUES BREL,180,161
2025-09-15,JEAN JAURES,175,174
2025-09-15,JEAN MACE,125,123
2025-09-15,JEAN MERMOZ,136,138
2025-09-15,JEAN MOULIN,120,119
2025-09-15,JEAN ZAY,79,88
2025-09-15,JEANNE D ARC,107,103
2025-09-15,JEANNE MOREAU,173,170
2025-09-15,JOAN MIRO,230,225
2025-09-15,JOSEPH DELTEIL,112,117
2025-09-15,JOYCE,30,29
2025-09-15,JULES FERRY,140,135
2025-09-15,JULES SIMON,156,159
2025-09-15,JULES VERNE,103,104
2025-09-15,JULIE DAUBIE,147,148
2025-09-15,KIPLING,68,62
2025-09-15,LAFONTAINE,72,71
2025-09-15,LAMARTINE,81,78
2025-09-15,LEO MALET,197,189
2025-09-15,LEOPOLD SEDAR SENGHOR,81,89
2025-09-15,LOUIS ARMSTRONG,113,113
2025-09-15,LOUISVILLE,66,70
2025-09-15,LUDWIG VAN BEETHOVEN,332,330
2025-09-15,LUTHERKING,38,34
2025-09-15,MADAME DE SEVIGNE,119,120
2025-09-15,MARC BLOCH,105,103
2025-09-15,MARGUERITTE YOURCENAR,157,157
2025-09-15,MARIE CURIE,180,177
2025-09-15,MARIE PAPE CARPENTIER,128,128
2025-09-15,MICHEL DE L HOSPITAL,263,257
2025-09-15,MICHELET,49,50
2025-09-15,MORISOT MOZART,260,267
2025-09-15,NERUDA,28,26
2025-09-15,OLYMPE DE GOUGES,204,207
2025-09-15,PAGNOL,86,89
2025-09-15,PASTEUR,42,41
2025-09-15,PAUL BERT VICTOR HUGO,137,143
2025-09-15,PAUL LANGEVIN,121,127
2025-09-15,PAUL PAINLEVE,122,120
2025-09-15,PERICLES,87,86
2025-09-15,PICASSO,16,16
2025-09-15,PREVERT,23,21
2025-09-15,PROKOFIEV,46,46
2025-09-15,RENAUD,38,39
2025-09-15,RONSARD,109,106
2025-09-15,ROUX,38,38
2025-09-15,SAMUEL PATY,75,72
2025-09-15,SARAH BERNHARDT,59,54
2025-09-15,SIGMUND FREUD,125,127
2025-09-15,SIGNORET,107,102
2025-09-15,SIMON BOLIVAR,69,77
2025-09-15,SOULAGES,106,106
2025-09-15,SPINOZA,162,167
2025-09-15,SUN YAT SEN,166,170
2025-09-15,SURCOUF,84,90
2025-09-15,TERESA,60,61
2025-09-15,VAN GOGH,31,30
2025-09-15,VICTOR SCHOELCHER,221,212
2025-09-15,VOLTAIRE,184,188
2025-09-15,WINSTON CHURCHILL,266,272
2025-09-15,WOOLF,18,14
2025-09-16,AKIRA KUROSAWA,93,95
2025-09-16,ALAIN SAVARY,141,136
2025-09-16,ALBRECHT,71,68
2025-09-16,ANDRE BOULLOCHE,50,41
2025-09-16,ANDRE MALRAUX,228,229
2025-09-16,ANTOINE BALARD,78,78
2025-09-16,AQUITAINE,81,73
2025-09-16,ARISTOTE,64,63
2025-09-16,AUBIGNE,117,115
2025-09-16,AUBRAC,49,43
2025-09-16,AUGUSTE COMTE,47,47
2025-09-16,AVERROES,48,49
2025-09-16,BENOITE GROULT,221,225
2025-09-16,BERGMAN,50,49
2025-09-16,BLAISE PASCAL,92,92
2025-09-16,BON,76,52
2025-09-16,BOUCHER,91,92
2025-09-16,BRES,67,68
2025-09-16,CALANDRETA DAU CHIVALET,82,40
2025-09-16,CALANDRETA DAU CLAPAS,160,146
2025-09-16,CALLAS,96,97
2025-09-16,CAMOENS,47,40
2025-09-16,CANDOLA,78,75
2025-09-16,CERVANTES,48,46
2025-09-16,CHAPLIN,126,125
2025-09-16,CHAPTAL,90,87
2025-09-16,CHARLES BAUDELAIRE,183,181
2025-09-16,CHARLES DICKENS ANNE FRANK,302,289
2025-09-16,CHENGDU,149,143
2025-09-16,COCTEAU,77,71
2025-09-16,CONDORCET,161,164
2025-09-16,COPERNIC,34,33
2025-09-16,DAUDET,114,114
2025-09-16,DAVILER KERGOMARD,253,255
2025-09-16,DEROIN,107,102
2025-09-16,DIDEROT,143,142
2025-09-16,DOCTEUR CALMETTE,162,167
2025-09-16,DURUY,37,35
2025-09-16,ELUARD,69,69
2025-09-16,EMILE COMBES,56,62
2025-09-16,EUGENE POTTIER JEAN SIBELIUS,264,264
2025-09-16,F D ROOSEVELT,99,95
2025-09-16,FIGUIER,86,89
2025-09-16,FLORIAN,74,78
2025-09-16,FRANCOIS MITTERRAND,177,177
2025-09-16,FREDERIC BAZILLE,15,13
2025-09-16,GALILEE,84,88
2025-09-16,GAMA,69,70
2025-09-16,GAMBETTA,80,81
2025-09-16,GANDHI,22,21
2025-09-16,GARIBALDI,128,128
2025-09-16,GARNIER,69,68
2025-09-16,GEORGES SIMENON,165,163
2025-09-16,GERMAINE RICHIER,280,281
2025-09-16,GOETHE,56,54
2025-09-16,HEIDELBERG,105,109
2025-09-16,HYPATIE,53,50
2025-09-16,ISAAC SCHOLL,106,105
2025-09-16,JACQUES BREL,196,179
2025-09-16,JEAN JAURES,188,183
2025-09-16,JEAN MACE,129,132
2025-09-16,JEAN MERMOZ,137,137
2025-09-16,JEAN MOULIN,122,122
2025-09-16,JEAN ZAY,83,94
2025-09-16,JEANNE D ARC,109,111
2025-09-16,JEANNE MOREAU,179,179
2025-09-16,JOAN MIRO,227,217
2025-09-16,JOSEPH DELTEIL,121,123
2025-09-16,JOYCE,40,38
2025-09-16,JULES FERRY,145,144
2025-09-16,JULES SIMON,153,155
2025-09-16,JULES VERNE,107,105
2025-09-16,JULIE DAUBIE,156,162
2025-09-16,KIPLING,71,72
2025-09-16,LAFONTAINE,74,73
2025-09-16,LAMARTINE,76,76
2025-09-16,LEO MALET,198,191
2025-09-16,LEOPOLD SEDAR SENGHOR,112,115
2025-09-16,LOUIS ARMSTRONG,148,110
2025-09-16,LOUISVILLE,84,88
2025-09-16,LUDWIG VAN BEETHOVEN,340,341
2025-09-16,LUTHERKING,47,42
2025-09-16,MADAME DE SEVIGNE,125,134
2025-09-16,MARC BLOCH,126,124
2025-09-16,MARGUERITTE YOURCENAR,178,174
2025-09-16,MARIE CURIE,188,182
2025-09-16,MARIE PAPE CARPENTIER,138,142
2025-09-16,MICHEL DE L HOSPITAL,269,265
2025-09-16,MICHELET,56,53
2025-09-16,MORISOT MOZART,264,270
2025-09-16,NERUDA,35,31
2025-09-16,OLYMPE DE GOUGES,211,208
2025-09-16,PAGNOL,89,92
2025-09-16,PASTEUR,41,41
2025-09-16,PAUL BERT VICTOR HUGO,141,144
2025-09-16,PAUL LANGEVIN,118,125
2025-09-16,PAUL PAINLEVE,115,118
2025-09-16,PERICLES,93,90
2025-09-16,PICASSO,22,24
2025-09-16,PREVERT,26,26
2025-09-16,PROKOFIEV,54,52
2025-09-16,RENAUD,41,41
2025-09-16,RONSARD,123,116
2025-09-16,ROUX,38,39
2025-09-16,SAMUEL PATY,80,81
2025-09-16,SARAH BERNHARDT,57,51
2025-09-16,SIGMUND FREUD,128,134
2025-09-16,SIGNORET,107,107
2025-09-16,SIMON BOLIVAR,96,97
2025-09-16,SOULAGES,108,105
2025-09-16,SPINOZA,194,191
2025-09-16,SUN YAT SEN,184,193
2025-09-16,SURCOUF,85,90
2025-09-16,TERESA,60,58
2025-09-16,VAN GOGH,37,34
2025-09-16,VICTOR SCHOELCHER,254,242
2025-09-16,VOLTAIRE,197,199
2025-09-16,WINSTON CHURCHILL,273,276
2025-09-16,WOOLF,24,20
2025-09-18,AKIRA KUROSAWA,74,69
2025-09-18,ALAIN SAVARY,2,0
2025-09-18,ALBRECHT,64,0
2025-09-18,ANDRE BOULLOCHE,3,4
2025-09-18,ANDRE MALRAUX,212,164
2025-09-18,ANTOINE BALARD,1,1
2025-09-18,AQUITAINE,77,0
2025-09-18,ARISTOTE,65,54
2025-09-18,AUBIGNE,2,2
2025-09-18,AUBRAC,42,30
2025-09-18,AUGUSTE COMTE,0,0
2025-09-18,AVERROES,0,0
2025-09-18,BENOITE GROULT,217,198
2025-09-18,BERGMAN,2,1
2025-09-18,BLAISE PASCAL,2,1
2025-09-18,BON,0,0
2025-09-18,BOUCHER,2,0
2025-09-18,BRES,61,34
2025-09-18,CALANDRETA DAU CHIVALET,83,60
2025-09-18,CALANDRETA DAU CLAPAS,1,0
2025-09-18,CALLAS,0,0
2025-09-18,CAMOENS,1,0
2025-09-18,CANDOLA,0,0
2025-09-18,CERVANTES,0,0
2025-09-18,CHAPLIN,132,117
2025-09-18,CHAPTAL,89,52
2025-09-18,CHARLES BAUDELAIRE,170,155
2025-09-18,CHARLES DICKENS ANNE FRANK,6,2
2025-09-18,CHENGDU,39,30
2025-09-18,COCTEAU,0,0
2025-09-18,CONDORCET,0,0
2025-09-18,COPERNIC,0,0
2025-09-18,DAUDET,20,0
2025-09-18,DAVILER KERGOMARD,258,244
2025-09-18,DEROIN,0,0
2025-09-18,DIDEROT,1,2
2025-09-18,DOCTEUR CALMETTE,154,148
2025-09-18,DURUY,39,0
2025-09-18,ELUARD,1,0
2025-09-18,EMILE COMBES,1,0
2025-09-18,EUGENE POTTIER JEAN SIBELIUS,262,259
2025-09-18,F D ROOSEVELT,0,0
2025-09-18,FIGUIER,0,0
2025-09-18,FLORIAN,0,0
2025-09-18,FRANCOIS MITTERRAND,173,169
2025-09-18,FREDERIC BAZILLE,1,1
2025-09-18,GALILEE,0,0
2025-09-18,GAMA,0,0
2025-09-18,GAMBETTA,0,0
2025-09-18,GANDHI,15,11
2025-09-18,GARIBALDI,100,88
2025-09-18,GARNIER,1,1
2025-09-18,GEORGES SIMENON,1,0
2025-09-18,GERMAINE RICHIER,176,140
2025-09-18,GOETHE,0,0
2025-09-18,HEIDELBERG,0,0
2025-09-18,HYPATIE,42,21
2025-09-18,ISAAC SCHOLL,105,99
2025-09-18,JACQUES BREL,186,155
2025-09-18,JEAN JAURES,1,2
2025-09-18,JEAN MACE,122,111
2025-09-18,JEAN MERMOZ,137,127
2025-09-18,JEAN MOULIN,114,83
2025-09-18,JEAN ZAY,77,0
2025-09-18,JEANNE D ARC,3,2
2025-09-18,JEANNE MOREAU,176,60
2025-09-18,JOAN MIRO,3,2
2025-09-18,JOSEPH DELTEIL,108,86
2025-09-18,JOYCE,1,1
2025-09-18,JULES FERRY,140,135
2025-09-18,JULES SIMON,161,0
2025-09-18,JULES VERNE,1,0
2025-09-18,JULIE DAUBIE,3,3
2025-09-18,KIPLING,0,0
2025-09-18,LAFONTAINE,18,13
2025-09-18,LAMARTINE,0,0
2025-09-18,LEO MALET,53,43
2025-09-18,LEOPOLD SEDAR SENGHOR,86,34
2025-09-18,LOUIS ARMSTRONG,0,0
2025-09-18,LOUISVILLE,66,45
2025-09-18,LUDWIG VAN BEETHOVEN,325,219
2025-09-18,LUTHERKING,38,1
2025-09-18,MADAME DE SEVIGNE,0,0
2025-09-18,MARC BLOCH,100,60
2025-09-18,MARGUERITTE YOURCENAR,145,103
2025-09-18,MARIE CURIE,14,0
2025-09-18,MARIE PAPE CARPENTIER,1,1
2025-09-18,MICHEL DE L HOSPITAL,1,0
2025-09-18,MICHELET,58,14
2025-09-18,MORISOT MOZART,2,2
2025-09-18,NERUDA,14,9
2025-09-18,OLYMPE DE GOUGES,4,3
2025-09-18,PAGNOL,3,1
2025-09-18,PASTEUR,0,0
2025-09-18,PAUL BERT VICTOR HUGO,10,3
2025-09-18,PAUL LANGEVIN,1,0
2025-09-18,PAUL PAINLEVE,2,1
2025-09-18,PERICLES,15,0
2025-09-18,PICASSO,0,0
2025-09-18,PREVERT,20,10
2025-09-18,PROKOFIEV,0,0
2025-09-18,RENAUD,1,0
2025-09-18,RONSARD,109,97
2025-09-18,ROUX,37,28
2025-09-18,SAMUEL PATY,75,66
2025-09-18,SARAH BERNHARDT,1,0
2025-09-18,SIGMUND FREUD,0,0
2025-09-18,SIGNORET,2,1
2025-09-18,SIMON BOLIVAR,67,59
2025-09-18,SOULAGES,104,33
2025-09-18,SPINOZA,1,0
2025-09-18,SUN YAT SEN,142,123
2025-09-18,SURCOUF,83,2
2025-09-18,TERESA,2,1
2025-09-18,VAN GOGH,0,0
2025-09-18,VICTOR SCHOELCHER,1,0
2025-09-18,VOLTAIRE,1,0
2025-09-18,WINSTON CHURCHILL,1,0
2025-09-18,WOOLF,0,0
2025-09-19,AKIRA KUROSAWA,82,75
2025-09-19,ALAIN SAVARY,139,144
2025-09-19,ALBRECHT,73,72
2025-09-19,ANDRE BOULLOCHE,44,42
2025-09-19,ANDRE MALRAUX,234,233
2025-09-19,ANTOINE BALARD,81,76
2025-09-19,AQUITAINE,79,76
2025-09-19,ARISTOTE,66,63
2025-09-19,AUBIGNE,123,125
2025-09-19,AUBRAC,46,42
2025-09-19,AUGUSTE COMTE,47,46
2025-09-19,AVERROES,53,55
2025-09-19,BENOITE GROULT,228,223
2025-09-19,BERGMAN,49,45
2025-09-19,BLAISE PASCAL,98,93
2025-09-19,BON,69,64
2025-09-19,BOUCHER,90,87
2025-09-19,BRES,66,64
2025-09-19,CALANDRETA DAU CHIVALET,85,84
2025-09-19,CALANDRETA DAU CLAPAS,155,148
2025-09-19,CALLAS,100,99
2025-09-19,CAMOENS,52,49
2025-09-19,CANDOLA,77,74
2025-09-19,CERVANTES,49,46
2025-09-19,CHAPLIN,126,124
2025-09-19,CHAPTAL,89,86
2025-09-19,CHARLES BAUDELAIRE,182,176
2025-09-19,CHARLES DICKENS ANNE FRANK,298,290
2025-09-19,CHENGDU,143,141
2025-09-19,COCTEAU,82,55
2025-09-19,CONDORCET,160,155
2025-09-19,COPERNIC,32,31
2025-09-19,DAUDET,117,113
2025-09-19,DAVILER KERGOMARD,261,258
2025-09-19,DEROIN,109,106
2025-09-19,DIDEROT,160,131
2025-09-19,DOCTEUR CALMETTE,163,168
2025-09-19,DURUY,43,41
2025-09-19,ELUARD,75,72
2025-09-19,EMILE COMBES,58,58
2025-09-19,EUGENE POTTIER JEAN SIBELIUS,259,260
2025-09-19,F D ROOSEVELT,101,89
2025-09-19,FIGUIER,86,85
2025-09-19,FLORIAN,77,75
2025-09-19,FRANCOIS MITTERRAND,182,186
2025-09-19,FREDERIC BAZILLE,17,17
2025-09-19,GALILEE,81,80
2025-09-19,GAMA,71,70
2025-09-19,GAMBETTA,84,84
2025-09-19,GANDHI,20,19
2025-09-19,GARIBALDI,132,127
2025-09-19,GARNIER,69,67
2025-09-19,GEORGES SIMENON,161,162
2025-09-19,GERMAINE RICHIER,287,278
2025-09-19,GOETHE,55,54
